sampleid,county,state,full_state,date_collect,sampletype,collection,consumed,expectedsubstance,expect_opioid,expect_fentanyl,expect_xylazine,expect_stimulant,expect_benzo,expect_meth,expect_cocaine,expect_cannabis,expect_hall,color,bright_color,texture,tar,pill,powder,plant,crystals,lustre,sensations,sen_strength,sen_weird,sen_hall,sen_up,sen_down,sen_nice,sen_long,sen_burn,sen_skin,sen_seizure,overdose,od,fatal_od,confirmatory,date_complete,primary,trace,lab_null,lab_num_substances_any,lab_num_substances,lab_fentanyl,lab_fentanyl_any,lab_xylazine,lab_xylazine_any,lab_xylazine_trace,lab_meth,lab_meth_any,lab_cocaine,lab_cocaine_any,lab_caffeine,lab_gabapentin,lab_levamisole_any,lab_mdma,lab_tramadol,lab_carfentanil,lab_carfentanil_any,lab_ketamine_any,lab_ketamine,lab_btmps_any,lab_btmps,lab_opioid,lab_opioid_any,lab_synthetic_cannabinoid,lab_synthetic_cannabinoid_any,lab_potent_benzodiazepine,lab_potent_benzodiazepine_any,lab_benzodiazepine,lab_benzodiazepine_any,lab_nitazene,lab_nitazene_any,state_county,statefips,countyfips_3,countyfips
"602435","Allegheny County","International","Pennsylvania",19Nov2024,"pill","pill",0,"tramadol",0,0,0,0,0,0,0,0,0,"orange",1,"pill",,1,,,,,"",,,,,,,,,,,"not overdose related","not involved",,0,02Dec2024,1,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"INTERNATIONAL | ALLEGHENY","","",""
"600949","Allegheny County","PA","Pennsylvania",18Jun2024,"swab","swab",0,"fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"",0,"powder",,,1,,,,"",,,,,,,,,,,"unknown",,,0,03Jul2024,1,1,,5,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"600614","Allegheny County","PA","Pennsylvania",03Mar2024,"spatula","spatula",0,"fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"",0,"powder",,,1,,,,"",,,,,,,,,,,"unknown",,,0,18Mar2024,1,1,,5,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"500005","Allegheny County","PA","Pennsylvania",25Apr2023,"swab","swab",0,"fentanyl",1,1,0,0,0,0,0,0,0,"",0,"powder",,,1,,,,"",,,,,,,,,,,"unknown",,,0,31May2023,1,1,,9,2,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"600380","Allegheny County","PA","Pennsylvania",10Dec2023,"swab","swab",0,"fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"",0,"powder",,,1,,,,"",,,,,,,,,,,"unknown",,,0,17Jan2024,1,1,,4,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"600881","Allegheny County","PA","Pennsylvania",06May2024,"swab","swab",0,"fentanyl",1,1,0,0,0,0,0,0,0,"",0,"powder",,,1,,,,"",,,,,,,,,,,"unknown",,,0,20May2024,1,1,,5,4,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"602355","Allegheny County","PA","Pennsylvania",22Sep2024,"unknown","unknown",0,"fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"unknown",1,"powder",,,1,,,,"",,,,,,,,,,,"not overdose related","not involved",,0,08Oct2024,1,0,,4,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"602793","Allegheny County","PA","Pennsylvania",17Dec2024,"swab","swab",0,"fentanyl",1,1,0,0,0,0,0,0,0,"unknown",1,"powder",,,1,,,,"",,,,,,,,,,,"unknown",,,0,10Jan2025,1,0,,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"600923","Allegheny County","PA","Pennsylvania",12May2024,"spatula","spatula",0,"heroin; fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"white",0,"powder",,,1,,,,"",,,,,,,,,,,"unknown",,,0,20May2024,1,1,,6,5,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"601611","Allegheny County","PA","Pennsylvania",05Jun2024,"spatula","spatula",0,"fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"",0,"powder",,,1,,,,"",,,,,,,,,,,"unknown",,,0,24Jun2024,1,0,,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"600775","Allegheny County","PA","Pennsylvania",07Jan2024,"spatula","spatula",1,"fentanyl; crack",1,1,0,1,0,0,1,0,0,"white",0,"rock; crystals",,,,,1,,"",,,,,,,,,,,"involved in OD","Overdose reported",,0,26Jan2024,1,1,,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"600786","Allegheny County","PA","Pennsylvania",09Jan2024,"swab","swab",1,"fentanyl",1,1,0,0,0,0,0,0,0,"",0,"powder",,,1,,,,"unpleasant",,1,,,,,,,,,"unknown",,,0,26Jan2024,1,0,,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"903031","Allegheny County","PA","Pennsylvania",12Aug2024,"swab","swab",0,"heroin; fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,,"",,,,,,,,,,,"unknown",,,0,23Aug2024,1,1,,8,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"602634","Allegheny County","PA","Pennsylvania",01Dec2024,"spatula","spatula",0,"3-MMC",0,0,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,,"",,,,,,,,,,,"not overdose related","not involved",,0,17Dec2024,1,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"602384","Allegheny County","PA","Pennsylvania",17Nov2024,"unknown","unknown",0,"fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"",0,"powder",,,1,,,,"",,,,,,,,,,,"not overdose related","not involved",,0,02Dec2024,1,1,,11,5,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"602652","Allegheny County","PA","Pennsylvania",26Nov2024,"swab","swab",1,"fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"unknown",1,"powder",,,1,,,,"weaker","weaker",,,,,,,,,,"not overdose related","not involved",,0,10Dec2024,1,0,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"600322","Allegheny County","PA","Pennsylvania",11Dec2023,"swab","swab",1,"fentanyl",1,1,0,0,0,0,0,0,0,"",0,"powder",,,1,,,,"weird",,1,,,,,,,,,"not overdose related","not involved",,0,03Jan2024,1,1,,4,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"600682","Allegheny County","PA","Pennsylvania",21Jan2024,"spatula","spatula",1,"cocaine; fentanyl",1,1,0,1,0,0,1,0,0,"white",0,"powder",,,1,,,,"weird",,1,,,,,,,,,"unknown",,,0,25Jan2024,1,1,,2,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"600383","Allegheny County","PA","Pennsylvania",10Dec2023,"swab","swab",0,"fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"",0,"powder",,,1,,,,"",,,,,,,,,,,"unknown",,,0,17Jan2024,1,0,,4,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"602316","Allegheny County","PA","Pennsylvania",22Sep2024,"swab","swab",0,"fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"",0,"powder",,,1,,,,"",,,,,,,,,,,"not overdose related","not involved",,0,11Oct2024,1,1,,10,4,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"601703","Allegheny County","PA","Pennsylvania",24May2024,"swab","swab",1,"fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"",0,"powder",,,1,,,,"weird; unpleasant",,1,,,,,,1,,,"unknown",,,0,07Jun2024,1,0,,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"600310","Allegheny County","PA","Pennsylvania",22Nov2023,"swab","swab",0,"fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"",0,"powder",,,1,,,,"",,,,,,,,,,,"unknown",,,0,30Nov2023,1,1,,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"602376","Allegheny County","PA","Pennsylvania",27Oct2024,"spatula","spatula",0,"methamphetamine",0,0,0,1,0,1,0,0,0,"white",0,"crystals",,,,,1,,"",,,,,,,,,,,"not overdose related","not involved",,0,06Nov2024,1,0,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"602650","Allegheny County","PA","Pennsylvania",01Dec2024,"swab","swab",0,"fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"unknown",1,"powder",,,1,,,,"",,,,,,,,,,,"unknown",,,0,11Dec2024,1,1,,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"601760","Allegheny County","PA","Pennsylvania",04Jun2024,"swab","swab",1,"fentanyl",1,1,0,0,0,0,0,0,0,"",0,"powder",,,1,,,,"stronger","stronger",,,,,,,,,,"unknown",,,0,26Jun2024,1,1,,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"400224","Allegheny County","PA","Pennsylvania",10Apr2023,"unknown","unknown",0,"fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"",0,"",,,,,,,"",,,,,,,,,,,"not overdose related","not involved",,0,16Apr2023,1,1,,11,3,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"602643","Allegheny County","PA","Pennsylvania",01Dec2024,"swab","swab",0,"fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"unknown",1,"powder",,,1,,,,"",,,,,,,,,,,"unknown",,,0,16Dec2024,0,1,,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"602641","Allegheny County","PA","Pennsylvania",01Dec2024,"swab","swab",0,"fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"unknown",1,"powder",1,,1,,,,"",,,,,,,,,,,"unknown",,,0,16Dec2024,1,1,,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"602642","Allegheny County","PA","Pennsylvania",01Dec2024,"swab","swab",0,"fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"unknown",1,"powder",,,1,,,,"",,,,,,,,,,,"unknown",,,0,16Dec2024,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"600947","Allegheny County","PA","Pennsylvania",03Mar2024,"spatula","spatula",0,"fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"",0,"powder",,,1,,,,"",,,,,,,,,,,"unknown",,,0,12Apr2024,1,1,,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"602900","Allegheny County","PA","Pennsylvania",19Jan2025,"scoop","scoop",0,"fentanyl",1,1,0,0,0,0,0,0,0,"gray",0,"powder",,,1,,,,"",,,,,,,,,,,"not overdose related","not involved",,0,31Jan2025,1,1,,9,4,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,"PA | ALLEGHENY","42","003","42003"
"600398","Allegheny County","PA","Pennsylvania",03Dec2023,"unknown","unknown",0,"fentanyl",1,1,0,0,0,0,0,0,0,"",0,"powder",,,1,,,,"",,,,,,,,,,,"unknown",,,0,03Jan2024,1,1,,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"600699","Allegheny County","PA","Pennsylvania",18Feb2024,"spatula","spatula",0,"fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"",0,"powder",,,1,,,,"",,,,,,,,,,,"not overdose related","not involved",,0,18Mar2024,1,0,,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"602804","Allegheny County","PA","Pennsylvania",08Dec2024,"pill","pill",0,"benzodiazepine",0,0,0,0,1,0,0,0,0,"white",0,"pill",,1,,,,,"",,,,,,,,,,,"unknown",,,0,31Jan2025,1,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"PA | ALLEGHENY","42","003","42003"
"903119","Allegheny County","PA","Pennsylvania",30Jul2024,"spatula","spatula",0,"MDMA",0,0,0,0,0,0,0,0,1,"",0,"crystals",,,,,1,,"",,,,,,,,,,,"not overdose related","not involved",,0,12Aug2024,1,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"602645","Allegheny County","PA","Pennsylvania",08Dec2024,"liquid","liquid",0,"GBL",0,0,0,0,0,0,0,0,0,"clear",0,"liquid",,,,,,,"",,,,,,,,,,,"not overdose related","not involved",,0,23Dec2024,1,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"602498","Allegheny County","PA","Pennsylvania",29Aug2024,"swab","swab",1,"fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"",0,"powder",,,1,,,,"sedating",,,,,,,,,,,"unknown",,,0,13Sep2024,1,0,,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"600919","Allegheny County","PA","Pennsylvania",02Apr2024,"unknown","unknown",0,"ketamine",0,0,0,0,0,0,0,0,1,"",0,"crystals",,,,,1,,"",,,,,,,,,,,"not overdose related","not involved",,0,01May2024,1,1,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"500951","Allegheny County","PA","Pennsylvania",23May2023,"swab","swab",0,"xylazine; fentanyl",1,1,1,0,0,0,0,0,0,"",0,"powder",,,1,,,,"",,,,,,,,,,,"not overdose related","not involved",,0,12Jun2023,1,0,,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"602649","Allegheny County","PA","Pennsylvania",26Nov2024,"swab","swab",1,"fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"unknown",1,"powder",,,1,,,,"stronger","stronger",,,,,,,,,,"not overdose related","not involved",,0,11Dec2024,1,1,,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"600860","Allegheny County","PA","Pennsylvania",06May2024,"swab","swab",0,"fentanyl",1,1,0,0,0,0,0,0,0,"",0,"powder",,,1,,,,"",,,,,,,,,,,"unknown",,,0,20May2024,1,0,,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"602796","Allegheny County","PA","Pennsylvania",17Dec2024,"swab","swab",0,"fentanyl",1,1,0,0,0,0,0,0,0,"unknown",1,"powder",,,1,,,,"",,,,,,,,,,,"unknown",,,0,14Jan2025,1,0,,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"903192","Allegheny County","PA","Pennsylvania",02Aug2024,"swab","swab",1,"fentanyl; xylazine; unknown",1,1,1,0,0,0,0,0,0,"white",0,"powder; flaky",,,1,,,,"weird; stronger; unpleasant; hallucinations; sedating","stronger",1,1,,1,,,,,,"involved in OD","Overdose reported",,0,23Aug2024,1,1,,6,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"903152","Allegheny County","PA","Pennsylvania",23Jul2024,"spatula","spatula",1,"fentanyl",1,1,0,0,0,0,0,0,0,"",0,"",,,,,,,"stronger","stronger",,,,,,,,,,"involved in OD","Overdose reported",,0,13Aug2024,1,0,,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,"PA | ALLEGHENY","42","003","42003"
"602027","Allegheny County","PA","Pennsylvania",01Sep2024,"spatula","spatula",0,"fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"unknown",1,"powder",,,1,,,,"",,,,,,,,,,,"unknown",,,0,07Oct2024,1,1,,7,3,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"602476","Allegheny County","PA","Pennsylvania",17Nov2024,"swab","swab",0,"fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"",0,"powder",,,1,,,,"",,,,,,,,,,,"not overdose related","not involved",,0,02Dec2024,1,1,,11,5,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"600812","Allegheny County","PA","Pennsylvania",14Mar2024,"swab","swab",0,"fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"",0,"powder",,,1,,,,"",,,,,,,,,,,"unknown",,,0,17Apr2024,1,0,,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"602015","Allegheny County","PA","Pennsylvania",01Dec2024,"spatula","spatula",0,"ketamine",0,0,0,0,0,0,0,0,1,"white",0,"powder",,,1,,,,"",,,,,,,,,,,"not overdose related","not involved",,0,11Dec2024,1,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"602035","Allegheny County","PA","Pennsylvania",27Oct2024,"spatula","spatula",0,"methamphetamine",0,0,0,1,0,1,0,0,0,"white",0,"crystals",,,,,1,,"",,,,,,,,,,,"not overdose related","not involved",,0,06Nov2024,1,0,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"400230","Allegheny County","PA","Pennsylvania",18Apr2023,"swab","swab",1,"fentanyl",1,1,0,0,0,0,0,0,0,"",0,"powder",,,1,,,,"normal","normal",,,,,,,,,,"not overdose related","not involved",,0,08May2023,1,1,,5,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"600882","Allegheny County","PA","Pennsylvania",08Apr2024,"spatula","spatula",0,"ketamine",0,0,0,0,0,0,0,0,1,"",0,"crystals",,,,,1,,"",,,,,,,,,,,"not overdose related","not involved",,0,01May2024,1,1,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"903058","Allegheny County","PA","Pennsylvania",12Aug2024,"swab","swab",1,"heroin; fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"white",0,"powder; flaky; dull",,,1,,,"dull","stronger; long; more down; sedating","stronger",,,,1,,1,,,,"not overdose related","not involved",,0,23Aug2024,1,0,,5,5,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"602808","Allegheny County","PA","Pennsylvania",17Nov2024,"scoop","scoop",0,"fentanyl",1,1,0,0,0,0,0,0,0,"",0,"",,,,,,,"",,,,,,,,,,,"unknown",,,0,10Jan2025,1,1,,7,5,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"500901","Allegheny County","PA","Pennsylvania",25Apr2023,"spatula","spatula",0,"fentanyl",1,1,0,0,0,0,0,0,0,"",0,"powder",,,1,,,,"",,,,,,,,,,,"not overdose related","not involved",,0,16May2023,1,1,,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"600374","Allegheny County","PA","Pennsylvania",22Nov2023,"spatula","spatula",1,"fentanyl",1,1,0,0,0,0,0,0,0,"",0,"",,,,,,,"unpleasant; hallucinations",,1,1,,,,,,,1,"involved in OD","Overdose reported",,0,29Nov2023,1,0,,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"601690","Allegheny County","PA","Pennsylvania",07Jul2024,"spatula","spatula",0,"fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"",0,"powder; flaky",,,1,,,,"",,,,,,,,,,,"not overdose related","not involved",,0,25Jul2024,1,0,,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"500025","Allegheny County","PA","Pennsylvania",14May2023,"swab","swab",0,"xylazine; fentanyl",1,1,1,0,0,0,0,0,0,"brown",0,"powder",,,1,,,,"",,,,,,,,,,,"unknown",,,0,12Jun2023,1,1,,6,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"600396","Allegheny County","PA","Pennsylvania",10Dec2023,"swab","swab",0,"fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"pink",1,"powder",,,1,,,,"",,,,,,,,,,,"unknown",,,0,17Jan2024,1,1,,5,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"600366","Allegheny County","PA","Pennsylvania",22Nov2023,"swab","swab",0,"fentanyl",1,1,0,0,0,0,0,0,0,"",0,"powder",,,1,,,,"",,,,,,,,,,,"not overdose related","not involved",,0,01Dec2023,1,1,,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"600936","Allegheny County","PA","Pennsylvania",19May2024,"spatula","spatula",0,"crack; lidocaine",0,0,0,1,0,0,1,0,0,"",0,"chunky",,,,,,,"",,,,,,,,,,,"not overdose related","not involved",,0,23May2024,1,0,,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"601811","Allegheny County","PA","Pennsylvania",18Jun2024,"swab","swab",0,"fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"",0,"",,,,,,,"",,,,,,,,,,,"unknown",,,0,05Jul2024,1,0,,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"903079","Allegheny County","PA","Pennsylvania",29Jul2024,"swab","swab",1,"fentanyl",1,1,0,0,0,0,0,0,0,"",0,"powder",,,1,,,,"",,,,,,,,,,,"involved in OD","Overdose reported",,0,13Aug2024,1,1,,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"602012","Allegheny County","PA","Pennsylvania",05Nov2024,"swab","swab",1,"xylazine",0,0,1,0,0,0,0,0,0,"unknown",1,"powder",,,1,,,,"sedating",,,,,,,,,,,"unknown",,,0,18Nov2024,1,1,,8,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"602334","Allegheny County","PA","Pennsylvania",27Oct2024,"spatula","spatula",0,"methamphetamine",0,0,0,1,0,1,0,0,0,"brown",0,"crystals",,,,,1,,"",,,,,,,,,,,"not overdose related","not involved",,0,06Nov2024,1,1,,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
"602124","Allegheny County","PA","Pennsylvania",24Sep2024,"spatula","spatula",0,"fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"",0,"powder",,,1,,,,"",,,,,,,,,,,"unknown",,,0,11Oct2024,1,1,,8,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"PA | ALLEGHENY","42","003","42003"
