sampleid,db_id,program_id,substance,pubchemcid,cas,abundance,method,date_complete,gcms_peak,primary,trace,confirmatory,lab_null,lab_num_substances_any,lab_num_substances,lab_fentanyl,lab_fentanyl_any,lab_xylazine,lab_xylazine_any,lab_xylazine_trace,lab_meth,lab_meth_any,lab_cocaine,lab_cocaine_any,lab_caffeine,lab_gabapentin,lab_levamisole_any,lab_mdma,lab_tramadol,lab_carfentanil,lab_carfentanil_any,lab_ketamine_any,lab_ketamine,lab_btmps_any,lab_btmps,lab_opioid,lab_opioid_any,lab_synthetic_cannabinoid,lab_synthetic_cannabinoid_any,lab_potent_benzodiazepine,lab_potent_benzodiazepine_any,lab_benzodiazepine,lab_benzodiazepine_any,lab_nitazene,lab_nitazene_any,lab_meth_impurities_any,lab_mdma_impurities_any,lab_cocaine_impurities_any,lab_common_cuts_any,lab_heroin_impurities_any,lab_cannabinoids_any,lab_fentanyl_impurities_any,lab_pf_fent_impurities_any,lab_substituted_cathinones_any
"500778",3767272,168,"xylazine",5707,"7361-61-7","","GCMS","19jul2023",5.5999999,1,0,0,,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500785",3781033,28,"methamphetamine",10836,"537-46-2","","GCMS","08jul2024",4.8000002,1,0,0,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500789",3774982,33,"caffeine",2519,"58-08-2","trace","GCMS","08feb2024",,0,1,0,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"500800",3771721,153,"dimethyl sulfone (methylsulfonylmethane MSM)",6213,"67-71-0","","GCMS","08nov2023",1.96,1,0,0,,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500804",3773641,75,"methamphetamine",10836,"537-46-2","","GCMS","08jan2024",3.5999999,1,0,0,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500807",3772444,35,"caffeine",2519,"58-08-2","","GCMS","27nov2023",6.6999998,1,0,0,,6,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"500813",3768859,9,"methamphetamine",10836,"537-46-2","","GCMS","22aug2023",4.3299999,1,0,0,,5,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500819",3774540,90,"dimethyl sulfone (methylsulfonylmethane MSM)",6213,"67-71-0","","GCMS","25jan2024",1.97,1,0,0,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500825",3775044,168,"dimethyl sulfone (methylsulfonylmethane MSM)",6213,"67-71-0","","GCMS","09feb2024",1.95,1,0,0,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500837",3771720,153,"methamphetamine",10836,"537-46-2","","GCMS","08nov2023",3.6099999,1,0,0,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500846",3768848,9,"dimethyl sulfone (methylsulfonylmethane MSM)",6213,"67-71-0","","GCMS","21aug2023",2.71,1,0,0,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500852",3774517,90,"N,N-dimethyltryptamine (DMT)",6089,"61-50-7","","GCMS","25jan2024",6.4899998,1,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500864",3773642,75,"methamphetamine",10836,"537-46-2","","GCMS","08jan2024",3.5999999,1,0,0,,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500865",3786139,35,"dimethyl sulfone (methylsulfonylmethane MSM)",6213,"67-71-0","","GCMS","18sep2024",2.4100001,1,0,0,,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500867",3788232,69,"dimethyl sulfone (methylsulfonylmethane MSM)",6213,"67-71-0","","GCMS","08oct2024",2.4400001,1,0,0,,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500869",3774980,33,"4-ANPP",88890,"21409-26-7","","GCMS","08feb2024",8.8299999,1,0,0,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"500870",3781024,28,"methamphetamine",10836,"537-46-2","","GCMS","08jul2024",4.1599998,1,0,0,,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500878",3773644,75,"methamphetamine",10836,"537-46-2","","GCMS","17jan2024",3.6099999,1,0,0,,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500884",3769774,168,"4-ANPP",88890,"21409-26-7","","GCMS","19sep2023",9.7399998,1,0,0,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"500888",3774539,90,"N,N-dimethyltryptamine (DMT)",6089,"61-50-7","","GCMS","25jan2024",6.5,1,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500896",3772151,168,"methamphetamine",10836,"537-46-2","","GCMS","21nov2023",3.6600001,1,0,0,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500899",3766776,165,"cocaine",446220,"50-36-2","","GCMS","02jul2023",8.1499996,1,0,0,,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500903",3782413,168,"fentanyl",3345,"437-38-7","","GCMS","07aug2024",10.65,1,0,0,,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500912",3765822,35,"no compounds of interest detected",,"","","GCMS","05jul2023",,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500914",3782878,128,"acetaminophen",1983,"103-90-2","","GCMS","13aug2024",6.4899998,1,0,0,,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500918",3770787,153,"lysergic acid diethylamide (LSD)",5761,"50-37-3","","GCMS","11oct2023",13.04,1,0,0,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500928",3777749,90,"dimethyl sulfone (methylsulfonylmethane MSM)",6213,"67-71-0","","GCMS","02may2024",2.03,1,0,0,,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500931",3778101,90,"clonazepam",2802,"1622-61-3","","GCMS","03may2024",10.75,1,0,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"500935",3777742,90,"acetaminophen",1983,"103-90-2","","GCMS","02may2024",6.1599998,1,0,1,,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500937",3768856,9,"dimethyl sulfone (methylsulfonylmethane MSM)",6213,"67-71-0","","GCMS","21aug2023",2.6800001,1,0,0,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500942",3769239,167,"methamphetamine",10836,"537-46-2","","GCMS","05sep2023",4.3299999,1,0,0,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500943",3767891,9,"4-ANPP",88890,"21409-26-7","","GCMS","26jul2023",8.9200001,1,0,0,,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"500944",3768724,41,"dimethyl sulfone (methylsulfonylmethane MSM)",6213,"67-71-0","","GCMS","21aug2023",2.6800001,1,0,0,,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500947",3768976,75,"methamphetamine",10836,"537-46-2","","GCMS","24aug2023",5.6399999,1,0,0,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500952",3773868,75,"fentanyl",3345,"437-38-7","","GCMS","18jan2024",9.8699999,1,0,0,,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500963",3768716,41,"lidocaine",3676,"137-58-6","","GCMS","18aug2023",7.54,1,0,0,,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"500982",3773860,75,"4-ANPP",88890,"21409-26-7","","GCMS","18jan2024",8.8199997,1,0,0,,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"500985",3786961,28,"dimethyl sulfone (methylsulfonylmethane MSM)",6213,"67-71-0","","GCMS","24sep2024",2.45,1,0,0,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500987",3775047,168,"methamphetamine",10836,"537-46-2","","GCMS","12feb2024",3.5799999,1,0,0,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500988",3782873,128,"erythritol",222285,"149-32-6","","GCMS","13aug2024",4.3899999,1,0,0,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500990",3776074,35,"dimethyl sulfone (methylsulfonylmethane MSM)",6213,"67-71-0","","GCMS","18mar2024",1.42,1,0,0,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500995",3775370,52,"methamphetamine",10836,"537-46-2","","GCMS","29feb2024",2.3,1,0,1,,7,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"600002",3769367,76,"dimethyl sulfone (methylsulfonylmethane MSM)",6213,"67-71-0","","GCMS","05sep2023",,1,0,0,,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"600003",3769645,41,"cocaine",446220,"50-36-2","","GCMS","13sep2023",8.71,1,0,0,,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"600009",3769359,76,"cocaine",446220,"50-36-2","","GCMS","02sep2023",8.71,1,0,0,,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"600013",3769311,76,"3,4-MDMA",1615,"42542-10-9","","GCMS","05sep2023",6.1599998,1,0,0,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"600014",3769535,34,"cocaine",446220,"50-36-2","","GCMS","11sep2023",8.71,1,0,0,,8,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"600023",3772157,27,"caffeine",2519,"58-08-2","","GCMS","22nov2023",6.71,1,0,0,,9,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"600024",3776707,113,"4-ANPP",88890,"21409-26-7","","GCMS","11apr2024",6.9899998,1,0,0,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"600025",3776710,113,"dimethyl sulfone (methylsulfonylmethane MSM)",6213,"67-71-0","","GCMS","11apr2024",1.4400001,1,0,0,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"600028",3808881,113,"2C-B",98527,"66142-81-2","","GCMS","19jun2025",6.8400002,1,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"600034",3774018,76,"4-ANPP",88890,"21409-26-7","","GCMS","22jan2024",8.8199997,1,0,0,,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"600035",3769306,76,"methamphetamine",10836,"537-46-2","","GCMS","05sep2023",4.4200001,1,0,0,,3,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"600038",3769355,76,"xylazine",5707,"7361-61-7","","GCMS","05sep2023",7.9499998,1,0,0,,4,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"600040",3776699,113,"oxycodone",5284603,"76-42-6","","GCMS","10apr2024",7.3200002,1,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"600042",3769524,34,"phenacetin",4754,"62-44-2","","GCMS","11sep2023",6.7800002,1,0,0,,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"600046",3776709,113,"4-bromo-2,5-Dimethoxyamphetamine (DOB)",62065,"","","GCMS","12apr2024",6.8600001,1,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"600054",3769518,34,"1,3-Diacetin",66924,"105-70-4","","GCMS","11sep2023",5.0500002,1,0,0,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"600055",3776700,113,"cocaine",446220,"50-36-2","","GCMS","10apr2024",6.23,1,0,0,,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"600056",3782546,113,"4-ANPP",88890,"21409-26-7","","GCMS","07aug2024",9.3800001,1,0,0,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"600067",3769360,76,"lidocaine",3676,"137-58-6","","GCMS","05sep2023",7.5300002,1,0,0,,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"600078",3782543,113,"4-ANPP",88890,"21409-26-7","","GCMS","07aug2024",9.3800001,1,0,0,,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"600083",3772153,27,"procaine",4914,"59-46-1","","GCMS","22nov2023",7.4000001,1,0,0,,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"600084",3769513,34,"caffeine",2519,"58-08-2","","GCMS","11sep2023",7.3899999,1,0,0,,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"600085",3777842,113,"3-methylmethcathinone",71741532,"","","GCMS","03may2024",5.0599999,1,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"600086",3772166,27,"phenacetin",4754,"62-44-2","","GCMS","22nov2023",6.1799998,1,0,0,,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"600089",3769510,34,"cocaine",446220,"50-36-2","","GCMS","11sep2023",8.71,1,0,0,,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"600090",3769641,41,"4-ANPP",88890,"21409-26-7","","GCMS","13sep2023",9.75,1,0,0,,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"600092",3769309,76,"cocaine",446220,"50-36-2","","GCMS","05sep2023",8.71,1,0,0,,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"600098",3769353,76,"methamphetamine",10836,"537-46-2","","GCMS","05sep2023",4.46,1,0,0,,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"600110",3779654,41,"dimethyl sulfone (methylsulfonylmethane MSM)",6213,"67-71-0","","GCMS","07jun2024",2.47,1,0,0,,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"600115",3773265,167,"metonitazene",53316366,"14680-51-4","","GCMS","03jan2024",14.66,1,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"600116",3770319,9,"4-ANPP",88890,"21409-26-7","","GCMS","03oct2023",8.8599997,1,0,0,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"600120",3773262,167,"midazolam",4192,"59467-70-8","","GCMS","03jan2024",9.3999996,1,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"600130",3773263,167,"metonitazene",53316366,"14680-51-4","","GCMS","03jan2024",14.67,1,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"600133",3772358,142,"4-ANPP",88890,"21409-26-7","","GCMS","27nov2023",8.8199997,1,0,0,,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"600134",3769677,9,"xylazine",5707,"7361-61-7","","GCMS","14sep2023",7.9499998,1,0,0,,6,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"600136",3791566,167,"xylazine",5707,"7361-61-7","","GCMS","19nov2024",7.6700001,1,0,0,,8,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"600137",3779652,41,"dimethyl sulfone (methylsulfonylmethane MSM)",6213,"67-71-0","","GCMS","07jun2024",2.5,1,0,0,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"600139",3772321,34,"xylazine",5707,"7361-61-7","","GCMS","27nov2023",7.2600002,1,0,0,,4,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"600142",3773264,167,"methamphetamine",10836,"537-46-2","","GCMS","03jan2024",3.6300001,1,0,0,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"600149",3773266,167,"no compounds of interest detected",,"","","GCMS","08jan2024",,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"600168",3772348,142,"bromazolam",12562546,"71368-80-4","","GCMS","27nov2023",12.38,1,0,0,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"600169",3782411,167,"dimethyl sulfone (methylsulfonylmethane MSM)",6213,"67-71-0","","GCMS","02aug2024",2.4300001,1,0,0,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"600183",3772329,34,"xylazine",5707,"7361-61-7","","GCMS","27nov2023",7.25,1,0,0,,4,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"600194",3769684,9,"xylazine",5707,"7361-61-7","","GCMS","14sep2023",7.9499998,1,0,0,,11,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"600195",3771505,9,"4-ANPP",88890,"21409-26-7","","GCMS","27oct2023",9.8400002,1,0,0,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"600209",3772345,142,"testosterone cypionate",441404,"58-20-8","","GCMS","27nov2023",17.92,1,0,0,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"600225",3782418,167,"xylazine",5707,"7361-61-7","","GCMS","07aug2024",7.6999998,1,0,0,,4,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"600228",3772325,34,"xylazine",5707,"7361-61-7","","GCMS","27nov2023",7.2600002,1,0,0,,4,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"600231",3772357,142,"methamphetamine",10836,"537-46-2","","GCMS","27nov2023",3.6300001,1,0,0,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"600239",3769683,9,"methamphetamine",10836,"537-46-2","","GCMS","14sep2023",4.4400001,1,0,0,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"600241",3772313,34,"4-ANPP",88890,"21409-26-7","","GCMS","27nov2023",8.8299999,1,0,0,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"600244",3772351,142,"4-ANPP",88890,"21409-26-7","","GCMS","27nov2023",8.8299999,1,0,0,,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"600246",3791574,167,"xylazine",5707,"7361-61-7","","GCMS","19nov2024",7.6599998,1,0,0,,5,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"600252",3771493,9,"4-ANPP",88890,"21409-26-7","","GCMS","27oct2023",9.8299999,1,0,0,,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"600259",3771497,9,"4-ANPP",88890,"21409-26-7","","GCMS","27oct2023",9.8299999,1,0,0,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"600270",3770321,9,"methamphetamine",10836,"537-46-2","","GCMS","02oct2023",3.6400001,1,0,0,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
