sampleid,db_id,program,program_id,location,county,state,full_state,date_collect,sampletype,collection,consumed,expectedsubstance,expect_opioid,expect_fentanyl,expect_xylazine,expect_stimulant,expect_benzo,expect_meth,expect_cocaine,expect_cannabis,expect_hall,color,bright_color,texture,tar,pill,powder,plant,crystals,lustre,sensations,sen_strength,sen_weird,sen_hall,sen_up,sen_down,sen_nice,sen_long,sen_burn,sen_skin,sen_seizure,texture_notes,sensation_notes,overdose,od,overdose_notes,fatal_od,confirmatory,date_complete,lab_num_substances_any,lab_num_substances,lab_null,lab_fentanyl,lab_fentanyl_any,lab_xylazine,lab_xylazine_any,lab_xylazine_trace,lab_meth,lab_meth_any,lab_cocaine,lab_cocaine_any,lab_caffeine,lab_gabapentin,lab_levamisole_any,lab_mdma,lab_tramadol,lab_carfentanil,lab_carfentanil_any,lab_ketamine_any,lab_ketamine,lab_btmps_any,lab_btmps,lab_opioid,lab_opioid_any,lab_synthetic_cannabinoid,lab_synthetic_cannabinoid_any,lab_potent_benzodiazepine,lab_potent_benzodiazepine_any,lab_benzodiazepine,lab_benzodiazepine_any,lab_nitazene,lab_nitazene_any,lab_meth_impurities_any,lab_mdma_impurities_any,lab_cocaine_impurities_any,lab_common_cuts_any,lab_heroin_impurities_any,lab_cannabinoids_any,lab_fentanyl_impurities_any,lab_pf_fent_impurities_any,lab_substituted_cathinones_any,program_county,state_county,statefips,countyfips_3,countyfips
"300382",239,"sjf6c",27,"Suffolk County","Suffolk County","NY","New York","25jul2022","cotton","cotton","taken","heroin; fentanyl; Unknown",1,1,0,0,0,0,0,0,0,"white",0,"powder; pill",,1,1,,,"","weaker; weird","weaker",1,,,1,,,,1,,,"drowsy, fast heartbeat, not usual warmth","not overdose related",0,,,1,"29jul2022",8,5,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,"Suffolk County","NY | SUFFOLK COUNTY",36,103,36103
"801966",2329,"1tn9a",2,"Syracuse","Onondaga County","NY","New York","11jul2023","unknown","unknown","unused","MDMA",0,0,0,0,0,0,0,0,1,"blue",1,"pill",,1,,,,"","","",,,,,,,,,,,"sample not used","unknown",,,,1,"24jul2023",2,2,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Syracuse","NY | ONONDAGA COUNTY",36,67,36067
"801969",3653,"rgyas",137,"Binghamton","Broome County","NY","New York","11oct2023","spatula","spatula","unused","dope",0,0,0,0,0,0,0,0,0,"white",0,"powder; flaky; chunky",,,1,,,"","","",,,,,,,,,,,"not used","not overdose related",0,,,1,"22nov2023",3,3,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"","NY | BROOME COUNTY",36,7,36007
"801971",2123,"1tn9a",2,"Syracuse","Onondaga County","NY","New York","26jun2023","spatula","spatula","unused","heroin; Fentanyl",1,1,0,0,0,0,0,0,0,"off-white",0,"powder; flaky; chunky",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,1,"03jul2023",11,5,,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,"Syracuse","NY | ONONDAGA COUNTY",36,67,36067
"801973",2489,"1tn9a",2,"Watertown","Jefferson County","NY","New York","27jul2023","unknown","unknown","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","stronger","stronger",,,,,,,,,,,"","involved in OD",1,,,1,"02aug2023",4,3,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"Syracuse","NY | JEFFERSON COUNTY",36,45,36045
"801974",2758,"rgyas",137,"Tompkins County","Tompkins County","NY","New York","18aug2023","spatula","spatula","unused","unknown",0,0,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,1,"28aug2023",9,2,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,"","NY | TOMPKINS COUNTY",36,109,36109
"801976",2584,"1tn9a",2,"Jefferson County","Jefferson County","NY","New York","03aug2023","spatula","spatula","unused","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"rock",,,,,,"","","",,,,,,,,,,,"not used ","unknown",,,,1,"18aug2023",4,3,,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"Syracuse","NY | JEFFERSON COUNTY",36,45,36045
"801977",2949,"1tn9a",2,"Watertown","Jefferson County","NY","New York","13sep2023","spatula","spatula","unused","synthetic cannabis",0,0,0,0,0,0,0,1,0,"green",1,"plant/leaf",,,,,,"","","",,,,,,,,,,,"","unknown",,,,1,"14sep2023",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Syracuse","NY | JEFFERSON COUNTY",36,45,36045
"801983",3302,"u3fyp",110,"Schenectady","Schenectady County","NY","New York","06oct2023","spatula","spatula","taken","heroin",1,0,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","","",,,,,,,,1,,,"Good rush, no legs","not overdose related",0,,,1,"13oct2023",5,3,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"Albany County","NY | SCHENECTADY COUNTY",36,93,36093
"801989",2274,"1tn9a",2,"Utica","Oneida County","NY","New York","29jun2023","unknown","unknown","unused","methamphetamine",0,0,0,1,0,1,0,0,0,"white",0,"powder",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,1,"20jul2023",1,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Syracuse","NY | ONEIDA COUNTY",36,65,36065
"801990",3650,"rgyas",137,"Bainbridge","","NY","New York","06oct2023","spatula","spatula","unused","heroin",1,0,0,0,0,0,0,0,0,"brown",0,"powder; chunky",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,1,"22nov2023",8,3,,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,"","NY | ",,,
"801991",2582,"1tn9a",2,"Jefferson County","Jefferson County","NY","New York","04aug2023","other","other","taken","heroin",1,0,0,0,0,0,0,0,0,"brown",0,"powder",,,1,,,"","normal","normal",,,,,,,,,,,"","unknown",,,,1,"21aug2023",5,3,,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"Syracuse","NY | JEFFERSON COUNTY",36,45,36045
"801993",2297,"1tn9a",2,"Utica","Oneida County","NY","New York","11jul2023","unknown","unknown","taken","methamphetamine",0,0,0,1,0,1,0,0,0,"",0,"crystals",,,,,1,"","normal","normal",,,,,,,,,,,"","unknown",,,,1,"20jul2023",1,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Syracuse","NY | ONEIDA COUNTY",36,65,36065
"801995",2970,"rgyas",137,"Tompkins County","Tompkins County","NY","New York","08sep2023","spatula","spatula","unused","unknown",0,0,0,0,0,0,0,0,0,"clear",0,"crystals",,,,,1,"","","",,,,,,,,,,,"","unknown",,,,1,"19sep2023",1,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","NY | TOMPKINS COUNTY",36,109,36109
"801996",2294,"1tn9a",2,"Utica","Oneida County","NY","New York","12jul2023","unknown","unknown","unused","fentanyl",1,1,0,0,0,0,0,0,0,"off-white",0,"powder; flaky; chunky",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,1,"21jul2023",4,2,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Syracuse","NY | ONEIDA COUNTY",36,65,36065
"801997",2889,"rgyas",137,"Ithaca","Tompkins County","NY","New York","31aug2023","spatula","spatula","unused","estradiol",0,0,0,0,0,0,0,0,0,"white",0,"powder; chunky",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,1,"08sep2023",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","NY | TOMPKINS COUNTY",36,109,36109
"802008",3637,"rgyas",137,"Tompkins County","Tompkins County","NY","New York","24oct2023","spatula","spatula","unused","unknown",0,0,0,0,0,0,0,0,0,"clear",0,"crystals",,,,,1,"","","",,,,,,,,,,,"","unknown",,,,1,"21nov2023",1,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","NY | TOMPKINS COUNTY",36,109,36109
"802012",4949,"rgyas",137,"Ithaca","Tompkins County","NY","New York","05mar2024","spatula","spatula","taken","heroin; Novocain",1,0,0,0,0,0,0,0,0,"black",0,"chunky",,,,,,"","","",,,,,,,,,,,"numbing","not overdose related",0,,,1,"22mar2024",8,5,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"","NY | TOMPKINS COUNTY",36,109,36109
"802013",4158,"u3fyp",110,"Albany","Albany County","NY","New York","27dec2023","spatula","spatula","taken","heroin",1,0,0,0,0,0,0,0,0,"brown; off-white",0,"powder",,,1,,,"","weaker","weaker",,,,,,,,,,,"","not overdose related",0,,,1,"16jan2024",6,3,,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"Albany County","NY | ALBANY COUNTY",36,1,36001
"802016",2951,"1tn9a",2,"Syracuse","Onondaga County","NY","New York","13sep2023","spatula","spatula","unused","synthetic cannabis",0,0,0,0,0,0,0,1,0,"green",1,"plant/leaf",,,,,,"","","",,,,,,,,,,,"","unknown",,,,1,"14sep2023",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Syracuse","NY | ONONDAGA COUNTY",36,67,36067
"802017",3846,"u3fyp",110,"Schenectady","Schenectady County","NY","New York","01dec2023","spatula","spatula","taken","heroin",1,0,0,0,0,0,0,0,0,"yellow; black; white",0,"powder",,,1,,,"","","",,,,,,,,,,,"unused","not overdose related",0,,,1,"08dec2023",13,6,,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,"Albany County","NY | SCHENECTADY COUNTY",36,93,36093
"802018",3192,"rgyas",137,"Tompkins County","Tompkins County","NY","New York","29sep2023","spatula","spatula","taken","methamphetamine",0,0,0,1,0,1,0,0,0,"clear",0,"crystals",,,,,1,"","sedating","",,,,,,,,,,,"","unknown",,,,1,"06oct2023",1,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","NY | TOMPKINS COUNTY",36,109,36109
"802029",9357,"1tn9a",2,"Watertown","Jefferson County","NY","New York","08nov2024","unknown","unknown","taken","fentanyl",1,1,0,0,0,0,0,0,0,"",0,"powder",,,1,,,"","sedating","stronger",,,,1,,,,,,,"toxic, knocking people out, very strong","involved in OD",1,,,1,"03dec2024",6,2,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"Syracuse","NY | JEFFERSON COUNTY",36,45,36045
"802030",3037,"rgyas",137,"Enfield","Tompkins County","NY","New York","11sep2023","swab","swab","unused","unknown",0,0,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,1,"21sep2023",8,3,,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,"","NY | TOMPKINS COUNTY",36,109,36109
"802031",4641,"1tn9a",2,"Utica","Oneida County","NY","New York","14feb2024","spatula","spatula","unused","synthetic cannabis",0,0,0,0,0,0,0,1,0,"",0,"plant/leaf",,,,,,"","","",,,,,,,,,,,"","unknown",,,,1,"29feb2024",2,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Syracuse","NY | ONEIDA COUNTY",36,65,36065
"802038",3201,"rgyas",137,"Tompkins County","Tompkins County","NY","New York","28sep2023","spatula","spatula","unused","crack",0,0,0,1,0,0,1,0,0,"white",0,"powder",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,1,"06oct2023",2,1,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"","NY | TOMPKINS COUNTY",36,109,36109
"802040",8390,"1tn9a",2,"Watertown","Jefferson County","NY","New York","08oct2024","unknown","unknown","taken","fentanyl",1,1,0,0,0,0,0,0,0,"",0,"powder",,,1,,,"","sedating","",,,,,,,,,,,"","unknown",,,,1,"22oct2024",5,5,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,"Syracuse","NY | JEFFERSON COUNTY",36,45,36045
"802049",3646,"u3fyp",110,"Albany","Albany County","NY","New York","26oct2023","spatula","spatula","unused","crack",0,0,0,1,0,0,1,0,0,"white",0,"powder; chunky",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,1,"21nov2023",1,1,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Albany County","NY | ALBANY COUNTY",36,1,36001
"802051",3390,"u3fyp",110,"Albany","Albany County","NY","New York","19oct2023","spatula","spatula","unused","heroin; fentanyl",1,1,0,0,0,0,0,0,0,"",0,"powder; chunky",,,1,,,"","","",,,,,,,,,,,"","not overdose related",0,,,1,"27oct2023",4,2,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Albany County","NY | ALBANY COUNTY",36,1,36001
"802057",3607,"u3fyp",110,"Albany","Albany County","NY","New York","09nov2023","swab","swab","taken","heroin; fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","normal","normal",,,,,,,,,,,"","not overdose related",0,,,1,"15nov2023",8,6,,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"Albany County","NY | ALBANY COUNTY",36,1,36001
"802064",3639,"rgyas",137,"Cortland","Cortland County","NY","New York","23oct2023","spatula","spatula","taken","heroin; fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","","",,,,,,,,,,,"caused OD in participant","involved in OD",1,,,1,"22nov2023",6,3,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"","NY | CORTLAND COUNTY",36,23,36023
"802065",3358,"u3fyp",110,"Albany","Albany County","NY","New York","16oct2023","spatula","spatula","taken","heroin; xylazine",1,0,1,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","","",,,,,,,,,,,"antsy/anxious feeling, sweating, no rush, wore off quickly","not overdose related",0,,,1,"06nov2023",7,4,,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"Albany County","NY | ALBANY COUNTY",36,1,36001
"802088",2659,"1tn9a",2,"Syracuse","Onondaga County","NY","New York","09aug2023","unknown","unknown","taken","cocaine",0,0,0,1,0,0,1,0,0,"light brown",0,"powder",,,1,,,"","nice","",,,,,1,,,,,,"","unknown",,,,1,"21aug2023",1,1,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Syracuse","NY | ONONDAGA COUNTY",36,67,36067
"802098",4962,"1tn9a",2,"Syracuse","Onondaga County","NY","New York","11mar2024","spatula","spatula","unused","heroin; fentanyl",1,1,0,0,0,0,0,0,0,"blue",1,"powder; dull",,,1,,,"dull","","",,,,,,,,,,,"","unknown",,,,1,"03apr2024",7,3,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Syracuse","NY | ONONDAGA COUNTY",36,67,36067
"802099",6369,"1tn9a",2,"Watertown","Jefferson County","NY","New York","14jun2024","unknown","unknown","unused","heroin",1,0,0,0,0,0,0,0,0,"blue",1,"powder; chunky",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,1,"12jul2024",4,2,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"Syracuse","NY | JEFFERSON COUNTY",36,45,36045
"802102",3395,"u3fyp",110,"Albany","Albany County","NY","New York","17oct2023","spatula","spatula","unused","unknown",0,0,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,1,"27oct2023",3,2,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Albany County","NY | ALBANY COUNTY",36,1,36001
"802115",3367,"rgyas",137,"Tompkins County","Tompkins County","NY","New York","12oct2023","spatula","spatula","unused","heroin",1,0,0,0,0,0,0,0,0,"white",0,"powder; chunky",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,1,"27oct2023",8,4,,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"","NY | TOMPKINS COUNTY",36,109,36109
"802121",3584,"rgyas",137,"Tompkins County","Tompkins County","NY","New York","31oct2023","spatula","spatula","unused","heroin; fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,1,"13nov2023",4,2,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"","NY | TOMPKINS COUNTY",36,109,36109
"802124",3635,"rgyas",137,"Tompkins County","Tompkins County","NY","New York","24oct2023","spatula","spatula","unused","unknown",0,0,0,0,0,0,0,0,0,"clear",0,"crystals",,,,,1,"","","",,,,,,,,,,,"","unknown",,,,1,"21nov2023",2,2,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","NY | TOMPKINS COUNTY",36,109,36109
"802130",3633,"rgyas",137,"Tompkins County","Tompkins County","NY","New York","25oct2023","swab","swab","unused","dope",0,0,0,0,0,0,0,0,0,"beige",0,"powder",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,1,"22nov2023",7,7,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,"","NY | TOMPKINS COUNTY",36,109,36109
"802131",8220,"1tn9a",2,"Utica","Oneida County","NY","New York","02oct2024","unknown","unknown","taken","fentanyl",1,1,0,0,0,0,0,0,0,"tan",0,"powder",,,1,,,"","weird","",1,,,,,,,,,,"","unknown",,,,1,"11oct2024",9,7,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"Syracuse","NY | ONEIDA COUNTY",36,65,36065
"802147",4614,"rgyas",137,"Tompkins County","Tompkins County","NY","New York","18dec2023","spatula","spatula","taken","methamphetamine",0,0,0,1,0,1,0,0,0,"clear",0,"crystals",,,,,1,"","normal","normal",,,,,,,,,,,"","unknown",,,,1,"22feb2024",1,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","NY | TOMPKINS COUNTY",36,109,36109
"802150",2664,"1tn9a",2,"Onondaga","Onondaga County","NY","New York","08aug2023","spatula","spatula","taken","heroin; fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder; chunky",,,1,,,"","hallucinations; stronger","stronger",,1,,,,,,,,,"","unknown",,,,1,"21aug2023",7,2,,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"Syracuse","NY | ONONDAGA COUNTY",36,67,36067
"802162",3605,"u3fyp",110,"Albany","Albany County","NY","New York","09nov2023","spatula","spatula","unused","crack",0,0,0,1,0,0,1,0,0,"white",0,"powder; chunky",,,1,,,"","","",,,,,,,,,,,"not used","unknown",,,,1,"15nov2023",2,2,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Albany County","NY | ALBANY COUNTY",36,1,36001
"802168",3351,"u3fyp",110,"Albany","Albany County","NY","New York","16oct2023","spatula","spatula","taken","heroin; xylazine",1,0,1,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","normal","normal",,,,,,,,,,,"anxiety, good rush","not overdose related",0,,,1,"27oct2023",4,4,,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"Albany County","NY | ALBANY COUNTY",36,1,36001
"802170",3175,"1tn9a",2,"Syracuse","Onondaga County","NY","New York","21sep2023","unknown","unknown","unused","cocaine",0,0,0,1,0,0,1,0,0,"white",0,"powder; shiny",,,1,,,"shiny","","",,,,,,,,,,,"","unknown",,,,1,"05oct2023",2,1,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Syracuse","NY | ONONDAGA COUNTY",36,67,36067
"802173",3048,"rgyas",137,"Enfield","Tompkins County","NY","New York","12sep2023","swab","swab","unused","unknown",0,0,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,1,"21sep2023",9,4,,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,"","NY | TOMPKINS COUNTY",36,109,36109
"802178",8770,"1tn9a",2,"Watertown","Jefferson County","NY","New York","29oct2024","unknown","unknown","taken","fentanyl",1,1,0,0,0,0,0,0,0,"",0,"powder",,,1,,,"","weaker","weaker",,,,,,,,,,,"some people say really strong, other's donât","unknown",,,,1,"08nov2024",6,2,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"Syracuse","NY | JEFFERSON COUNTY",36,45,36045
"802179",3577,"u3fyp",110,"Albany","Albany County","NY","New York","06nov2023","spatula","spatula","taken","heroin",1,0,0,0,0,0,0,0,0,"white",0,"powder; dull",,,1,,,"dull","","",,,,,,,,,,,"unused","not overdose related",0,,,1,"14nov2023",8,5,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,"Albany County","NY | ALBANY COUNTY",36,1,36001
"802181",2954,"1tn9a",2,"Utica","Oneida County","NY","New York","13sep2023","spatula","spatula","unused","synthetic cannabis",0,0,0,0,0,0,0,1,0,"green",1,"plant/leaf",,,,,,"","","",,,,,,,,,,,"","unknown",,,,1,"14sep2023",3,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Syracuse","NY | ONEIDA COUNTY",36,65,36065
"802196",3178,"1tn9a",2,"Syracuse","Onondaga County","NY","New York","20sep2023","swab","swab","taken","cocaine",0,0,0,1,0,0,1,0,0,"white",0,"powder",,,1,,,"","normal","normal",,,,,,,,,,,"","not overdose related",0,,,1,"05oct2023",2,1,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Syracuse","NY | ONONDAGA COUNTY",36,67,36067
"802198",2950,"1tn9a",2,"Syracuse","Onondaga County","NY","New York","13sep2023","spatula","spatula","unused","synthetic cannabis",0,0,0,0,0,0,0,1,0,"green",1,"plant/leaf",,,,,,"","","",,,,,,,,,,,"","unknown",,,,1,"14sep2023",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Syracuse","NY | ONONDAGA COUNTY",36,67,36067
"802200",4330,"u3fyp",110,"Albany","Albany County","NY","New York","12jan2024","spatula","spatula","unused","ketamine",0,0,0,0,0,0,0,0,1,"white",0,"powder",,,1,,,"","","",,,,,,,,,,,"","not overdose related",0,,,1,"24jan2024",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Albany County","NY | ALBANY COUNTY",36,1,36001
"802204",4813,"",135,"Ithaca","Tompkins County","NY","New York","23feb2024","spatula","spatula","taken","weed",0,0,0,0,0,0,0,1,0,"green",1,"plant/leaf",,,,,,"","sedating; more down","",,,,1,,,,,,,"Knocks people out","unknown",,,,1,"13mar2024",3,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"","NY | TOMPKINS COUNTY",36,109,36109
"802207",3606,"u3fyp",110,"Albany","Albany County","NY","New York","08nov2023","spatula","spatula","taken","heroin; fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","nice; normal","normal",,,,,1,,,,,,"","not overdose related",0,,,1,"15nov2023",12,5,,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,"Albany County","NY | ALBANY COUNTY",36,1,36001
